A1;Procedural abstraction;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#1
A2;Object-oriented abstraction;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#2
A3;Information hiding;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#3
A8;Interfaces;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#8
B4;Inheritance and subtype polymorphism;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#4
B5;Liskov's Substitution Principle;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#5
B6;Cross-cutting concerns and inheritance;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#6
C7;Planning and follow-up;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#7
D9;Documentation;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#9
E10;Implementing genericity using void pointers;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#10
E11;Parametric polymorphism and type safety;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#11
E12;Designing with parametric polymorphism;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#12
F13;Iteration vs. recursion;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#13
F14;Tail recursion;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#14
G15;Aliasing;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#15
G16;Name-based encapsulation;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#16
G17;Nested and inner classes;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#17
H18;The equals() method;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#18
H19;Difference between identity and equivalence;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#19
H20;Value passing;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#20
H21;Abstract classes, methods, and interfaces;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#21
I23;Exception handling;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm
I24;Different methods of error handling;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#24
I25;Custom exceptions;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#25
J26;Stack allocation vs. heap allocation;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#26
J27;Manual memory management;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#27
J28;Manual vs. automatic memory management;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#28
J29;Comparison of two methods of automatic garbage collection;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#29
K30;Module interfaces;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#30
K31;Coupling & cohesion;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#31
K32;Separation of concerns;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#32
M36;C's array notation and pointer arithmetic;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#36
M37;Using pointers to create linked structures;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#37
M38;Value transfer via pointers;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#38
M39;Pointers to pointers;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#39
N40;Compilation, linking, and interpretation;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#40
N41;Binding;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#41
O42;Profiling and optimization 1/3;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#42
O43;Profiling and optimization 2/3;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#43
O44;Profiling and optimization 3/3;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#44
P45;Conduct an informal code review during phase 1;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#45
P46;Conduct an informal code review during phase 2;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#46
P47;Address defects identified during a code review;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#47
Q49;Unit Testing;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#49
Q50;Measure and Reason about Test Quality;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#50
R52;Debugging with GDB;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#52
T55;Using a Development Environment Effectively;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#55
T56;Continuous Integration;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#56
U57;Build Tool Make;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#57
V58;Basic Terminal Commands;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#58
X59;Essay;GRADE_4;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#59
X61;Running Group Meetings Responsibly;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#61
X62;Communication 1:1;GRADE_5;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#62
X63;Communication 1:M;GRADE_3;ACHIEVEMENT;http://wrigstad.com/ioopm/achievements.html#63
# Projektuppgiften;;;;
Y60;Presenting Project Work in a Seminar;GRADE_3;PROJECT;http://wrigstad.com/ioopm/achievements.html#60
Y64;Using a Named Development Process and Reflecting on the Outcome;GRADE_3;PROJECT;http://wrigstad.com/ioopm/achievements.html#64
Y65;Consistently Writing Good Code;GRADE_3;PROJECT;http://wrigstad.com/ioopm/achievements.html#65
Y66;Applying Ongoing Code Review;GRADE_3;PROJECT;http://wrigstad.com/ioopm/achievements.html#66
Y67;Active Participation in a Programming Project;GRADE_3;PROJECT;http://wrigstad.com/ioopm/achievements.html#67
Y68;Presenting a Functional Project Assignment;GRADE_3;PROJECT;http://wrigstad.com/ioopm/achievements.html#68
Y69;Applying Regression Testing during the Project;GRADE_3;PROJECT;http://wrigstad.com/ioopm/achievements.html#69
# Inlupparna;;;;
Z91;Assignment 1 (C);GRADE_3;ASSIGNMENT;http://wrigstad.com/ioopm/achievements.html#100
Z92;Assignment 2 (C);GRADE_3;ASSIGNMENT;http://wrigstad.com/ioopm/achievements.html#101
Z93;Assignment 3 (Java);GRADE_3;ASSIGNMENT;http://wrigstad.com/ioopm/achievements.html#103
Z94;Assignment 4 (Java);GRADE_3;ASSIGNMENT;http://wrigstad.com/ioopm/achievements.html#104
# Introlabbarna;;;;
LAB1;Lab 1 (C);GRADE_3;INTRO_LAB;http://wrigstad.com/ioopm/assignments/c-bootstrap.html#orga968df8
LAB2;Lab 2 (C);GRADE_3;INTRO_LAB;http://wrigstad.com/ioopm/assignments/c-bootstrap.html#org59045da
LAB3;Lab 3 (C);GRADE_3;INTRO_LAB;http://wrigstad.com/ioopm/assignments/c-bootstrap.html#org2d54c94
LAB4;Lab 4 (C);GRADE_3;INTRO_LAB;http://wrigstad.com/ioopm/assignments/c-bootstrap.html#org8ad7fe8
LAB5;Lab 5 (C);GRADE_3;INTRO_LAB;http://wrigstad.com/ioopm/assignments/c-bootstrap.html#orgfc93e56
LAB6;Lab 6 (Java);GRADE_3;INTRO_LAB;http://wrigstad.com/ioopm/assignments/java-bootstrap.html#org8bd6bd0
LAB7;Lab 7 (Java);GRADE_3;INTRO_LAB;http://wrigstad.com/ioopm/assignments/java-bootstrap.html#org2b37e6a
# Kodprov;;;;
CEC;C/Imperative Code Exam;GRADE_3;CODE_EXAM;http://wrigstad.com/ioopm/code-exam.html
JEC;Java/OO Code Exam;GRADE_3;CODE_EXAM;http://wrigstad.com/ioopm/code-exam.html
